#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         ISEE
#     SOURCE_NAME                     ISEE2>International Sun-Earth Explorer 2
#     DISCIPLINE                      Solar Physics>Heliospheric Physics
#                                     Space Physics>Magnetospheric Science
#     DATA_TYPE                       4sec>4sec magnetic field
#     DESCRIPTOR                      MFI>3-axis fluxgate magnetometer averages
#     FILE_NAMING_CONVENTION          source_datatype_descriptor
#     DATA_VERSION                    2
#     PI_NAME                         C. T. Russell
#     PI_AFFILIATION                  UCLA
#     TEXT                            C. T. Russell (IEEE Trans. Geoscience Electronics, GE-16, 239-242, 1978). This                         
#                                      publication is available online at http://www-ssc.igpp.ucla.edu/personnel/russell/papers/ISEE_fluxgate
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     MISSION_GROUP                   ISEE
#     LOGICAL_SOURCE                  isee2_4sec_mfi
#     LOGICAL_FILE_ID                 isee2_4sec_mfi_00000000_v02
#     LOGICAL_SOURCE_DESCRIPTION      12-sec avg vector magnetic field at 4-sec intervals
#     TIME_RESOLUTION                 12-sec avg at 4-sec intervals
#     NSSDC_ID                        SPMS-00669
#     OLD_NSSDC_ID                    77-102A-04Z
#     GENERATED_BY                    Tim Eastman
#     GENERATION_DATE                 February 2011
#     ACKNOWLEDGEMENT                 Dr. C. T. Russell
#     LINK_TEXT                       Data at 60-s and 4-s resolution also available through IGPP
#                                     at UCLA for entire ISEE mission
#                                     (Oct. 22, 1977 through Sept. 25, 1987).
#     LINK_TITLE                      ISEE Magnetometer Interactive Data Server
#     HTTP_LINK                       http://www-ssc.igpp.ucla.edu/forms/isee/
#     SPASE_DATASETRESOURCEID         spase://VSPO/NumericalData/ISEE2/MAG/PT4S
#     CDAWEB_PARENTS                  isee2_4sec_mfi_00000000_v01
#                                     isee2_4sec_mfi_19780812_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Default time
#  2. Magnetic Field X Comp. - Spacecraft axes (near GSE): 12-sec avg at 4-sec intervals
#  3. Magnetic Field Y Comp. - Spacecraft axes (near GSE): 12-sec avg at 4-sec intervals
#  4. Magnetic Field Z Comp. - Spacecraft axes (near GSE): 12-sec avg at 4-sec intervals
#  5. Total Magnetic Field: 12-sec avg at 4-sec intervals
#
EPOCH                         BX_(SC)       BY_(SC)       BZ_(SC)     BTOT_(SC)
dd-mm-yyyy hh:mm:ss.ms             nT            nT            nT            nT
12-08-1978 00:00:02.339      -1.87660       3.83920       6.45900       7.74500
12-08-1978 00:00:06.339      -1.81730       3.90070       6.48400       7.78240
12-08-1978 00:00:10.339      -2.16860       3.56140       6.60600       7.81210
12-08-1978 00:00:14.339      -2.43470       3.41860       6.55700       7.78490
12-08-1978 00:00:18.339      -2.60080       3.38480       6.47500       7.75510
12-08-1978 00:00:22.339      -2.43820       3.23260       6.56700       7.71450
12-08-1978 00:00:26.340      -2.26170       3.03690       6.71500       7.70920
12-08-1978 00:00:30.340      -2.07510       2.71470       6.92400       7.72160
12-08-1978 00:00:34.340      -2.11650       2.61610       6.98100       7.74960
12-08-1978 00:00:38.340      -2.22580       2.51540       6.99500       7.75970
12-08-1978 00:00:42.340      -2.47240       2.63400       6.85700       7.75070
12-08-1978 00:00:46.340      -2.76270       2.63350       6.71000       7.71960
12-08-1978 00:00:50.340      -3.09320       2.73030       6.50000       7.69870
12-08-1978 00:00:54.340      -3.18370       2.86600       6.36900       7.67580
12-08-1978 00:00:58.340      -2.92570       2.91770       6.45800       7.66710
12-08-1978 00:01:02.340      -2.60840       3.08350       6.54800       7.69330
12-08-1978 00:01:06.340      -2.74860       3.00740       6.55200       7.71560
12-08-1978 00:01:10.340      -3.05840       2.98580       6.43200       7.72290
12-08-1978 00:01:14.340      -3.48760       2.66210       6.36900       7.73360
12-08-1978 00:01:18.340      -3.43050       2.31920       6.51100       7.71590
12-08-1978 00:01:22.340      -3.35410       2.20590       6.59900       7.72370
12-08-1978 00:01:26.340      -3.11880       2.29320       6.67000       7.71190
12-08-1978 00:01:30.341      -2.92490       2.24330       6.78500       7.72150
12-08-1978 00:01:34.341      -2.79860       2.14970       6.85100       7.70640
12-08-1978 00:01:38.341      -2.66680       2.07800       6.92000       7.70180
12-08-1978 00:01:42.341      -2.63820       2.35820       6.82600       7.68830
12-08-1978 00:01:46.341      -2.77540       2.70550       6.63300       7.68270
12-08-1978 00:01:50.341      -2.94750       3.08160       6.41400       7.70230
12-08-1978 00:01:54.341      -3.07400       3.35260       6.21100       7.69860
12-08-1978 00:01:58.341      -3.10660       3.03460       6.34700       7.69080
12-08-1978 00:02:02.342      -2.91840       2.13910       6.71100       7.62460
12-08-1978 00:02:06.342      -2.75820       1.75170       7.00700       7.73110
12-08-1978 00:02:10.342      -2.56010       1.34820       7.18400       7.74460
12-08-1978 00:02:14.342      -2.60730       1.45080       7.14200       7.74020
12-08-1978 00:02:18.342      -2.59200      0.899900       7.26200       7.76350
12-08-1978 00:02:22.342      -2.60850      0.937660       7.25800       7.76940
12-08-1978 00:02:26.342      -2.49360      0.940600       7.34000       7.80890
12-08-1978 00:02:30.342      -2.65100       1.18570       7.26200       7.82130
12-08-1978 00:02:34.343      -2.67360       1.35150       7.22700       7.82350
12-08-1978 00:02:38.343      -2.70050       1.58440       7.15200       7.80760
12-08-1978 00:02:42.343      -2.59160       1.65170       7.17100       7.80150
12-08-1978 00:02:46.343      -2.33290       1.48040       7.26200       7.76990
12-08-1978 00:02:50.343      -2.01340       1.21630       7.40400       7.76840
12-08-1978 00:02:54.343      -1.56900       1.06730       7.52700       7.76270
12-08-1978 00:02:58.343      -1.40150       1.20550       7.55000       7.77280
12-08-1978 00:03:02.343      -1.36780       1.47660       7.47700       7.74300
12-08-1978 00:03:06.343      -1.57360       1.48460       7.44500       7.75250
12-08-1978 00:03:10.343      -1.78320       1.56480       7.35800       7.73060
12-08-1978 00:03:14.343      -1.82270       1.61920       7.34200       7.73630
12-08-1978 00:03:18.343      -1.80380       2.01750       7.25800       7.74600
12-08-1978 00:03:22.343      -2.01940       2.24510       7.17100       7.78050
12-08-1978 00:03:26.343      -2.31050       2.50060       7.02900       7.80980
12-08-1978 00:03:30.343      -2.57370       2.83170       6.77200       7.77840
12-08-1978 00:03:34.343      -2.45740       3.06680       6.65900       7.73240
12-08-1978 00:03:38.344      -2.41230       3.27670       6.57600       7.73270
12-08-1978 00:03:42.344      -2.39690       3.19400       6.61500       7.72690
12-08-1978 00:03:46.344      -2.54010       2.93230       6.68300       7.72720
12-08-1978 00:03:50.344      -2.64850       2.77480       6.69100       7.71280
12-08-1978 00:03:54.344      -2.69040       2.94430       6.57200       7.68760
12-08-1978 00:03:58.344      -2.68710       3.17960       6.46400       7.68840
12-08-1978 00:04:02.344      -2.70800       3.21350       6.46100       7.70730
12-08-1978 00:04:06.344      -2.70910       2.85040       6.65400       7.72900
12-08-1978 00:04:10.345      -2.74410       2.70620       6.71600       7.74290
12-08-1978 00:04:14.345      -2.95950       2.62940       6.64500       7.73470
12-08-1978 00:04:18.345      -3.16040       2.64730       6.54800       7.73740
12-08-1978 00:04:22.345      -3.39600       2.59660       6.47200       7.75650
12-08-1978 00:04:26.345      -3.45390       2.31160       6.54100       7.75000
12-08-1978 00:04:30.345      -3.37910       2.42010       6.53800       7.74700
12-08-1978 00:04:34.345      -3.33980       2.36620       6.59500       7.76160
12-08-1978 00:04:38.345      -3.24320       2.51500       6.62900       7.79690
12-08-1978 00:04:42.345      -3.20020       2.03360       6.81100       7.79500
12-08-1978 00:04:46.345      -3.27870       1.86050       6.80400       7.77880
12-08-1978 00:04:50.345      -3.22330       1.59390       6.85500       7.74100
12-08-1978 00:04:54.345      -3.01720      0.610620       6.89700       7.55300
12-08-1978 00:04:58.345      -2.56790      0.371170       7.11400       7.57270
12-08-1978 00:05:02.345      -2.54060      0.679140       7.06500       7.53860
12-08-1978 00:05:06.345      -2.91630       1.66500       6.96800       7.73540
12-08-1978 00:05:10.345      -2.89530       2.19810       6.89800       7.79740
12-08-1978 00:05:14.346      -2.65490       2.31080       6.97900       7.81590
12-08-1978 00:05:18.346      -2.13050       2.71370       7.04900       7.84800
12-08-1978 00:05:22.346      -2.20340       2.64400       7.02200       7.82010
12-08-1978 00:05:26.346      -2.35130       2.54590       6.97300       7.78680
12-08-1978 00:05:30.346      -2.54030       2.51140       6.93800       7.80370
12-08-1978 00:05:34.346      -2.48790       2.50300       6.95800       7.80200
12-08-1978 00:05:38.346      -2.42410       2.82980       6.86900       7.81430
12-08-1978 00:05:42.346      -2.35070       2.95030       6.83100       7.80330
12-08-1978 00:05:46.347      -2.42210       3.15040       6.72300       7.80920
12-08-1978 00:05:50.347      -2.65720       3.09850       6.63800       7.79260
12-08-1978 00:05:54.347      -2.78240       3.29280       6.51300       7.81010
12-08-1978 00:05:58.347      -2.92290       3.47180       6.37500       7.82580
12-08-1978 00:06:02.347      -2.61990       3.52090       6.48900       7.83350
12-08-1978 00:06:06.347      -2.16090       3.40350       6.66900       7.79280
12-08-1978 00:06:10.347      -1.66110       3.46690       6.78800       7.80060
12-08-1978 00:06:14.347      -1.43680       3.66380       6.69600       7.76710
12-08-1978 00:06:18.348      -1.69930       3.88730       6.51300       7.77260
12-08-1978 00:06:22.348      -1.87950       3.98200       6.38600       7.75690
12-08-1978 00:06:26.348      -2.09950       3.44710       6.54000       7.68500
12-08-1978 00:06:30.348      -2.16480       2.42340       6.88000       7.60870
12-08-1978 00:06:34.348      -2.49460       1.16710       7.18600       7.69530
12-08-1978 00:06:38.348      -2.53040      0.555120       7.36800       7.80990
12-08-1978 00:06:42.348      -2.63860      0.636880       7.32300       7.81030
12-08-1978 00:06:46.348      -2.72280       1.19560       7.19200       7.78290
12-08-1978 00:06:50.348      -3.07660       1.70340       6.94300       7.78300
12-08-1978 00:06:54.348      -3.79940       2.69810       6.03300       7.62300
12-08-1978 00:06:58.348      -4.41270       3.48300       5.08500       7.58020
12-08-1978 00:07:02.348      -4.91610       4.20280       4.26700       7.74850
12-08-1978 00:07:06.348      -5.02400       3.95150       4.32400       7.71720
12-08-1978 00:07:10.348      -4.90490       3.77450       4.59600       7.70890
12-08-1978 00:07:14.348      -4.85640       3.64740       4.75200       7.71160
12-08-1978 00:07:18.348      -4.84290       3.71610       4.72600       7.72010
12-08-1978 00:07:22.349      -4.92130       3.70540       4.67100       7.73110
12-08-1978 00:07:26.349      -5.05100       3.77230       4.49000       7.73980
12-08-1978 00:07:30.349      -5.12780       4.01130       4.15400       7.72300
12-08-1978 00:07:34.349      -5.06540       4.24710       3.93200       7.69150
12-08-1978 00:07:38.349      -5.22400       4.16830       3.71800       7.64760
12-08-1978 00:07:42.349      -5.39210       3.76180       3.83900       7.61320
12-08-1978 00:07:46.349      -5.73050       3.20610       3.92300       7.64920
12-08-1978 00:07:50.349      -5.69640       3.04040       4.23300       7.72100
12-08-1978 00:07:54.350      -5.46460       2.92960       4.59400       7.71660
12-08-1978 00:07:58.350      -5.01610       3.17350       4.96900       7.74110
12-08-1978 00:08:02.350      -4.69620       3.19840       5.23300       7.72450
12-08-1978 00:08:06.350      -4.58520       3.32500       5.30700       7.76140
12-08-1978 00:08:10.350      -4.73930       3.23200       5.23100       7.76320
12-08-1978 00:08:14.350      -4.91950       3.24930       5.06500       7.77270
12-08-1978 00:08:18.350      -5.15680       3.36510       4.73000       7.76480
12-08-1978 00:08:22.350      -5.24660       3.53430       4.48000       7.75160
12-08-1978 00:08:26.351      -5.20090       3.55320       4.50500       7.74400
12-08-1978 00:08:30.351      -5.14270       3.40540       4.68600       7.74650
12-08-1978 00:08:34.351      -5.17070       3.20110       4.86900       7.79040
12-08-1978 00:08:38.351      -5.27720       3.18610       4.80400       7.81550
12-08-1978 00:08:42.351      -5.16900       3.40380       4.78400       7.82260
12-08-1978 00:08:46.351      -5.00580       3.67750       4.75600       7.82300
12-08-1978 00:08:50.351      -4.89840       3.91000       4.70400       7.83630
12-08-1978 00:08:54.351      -5.01850       3.94400       4.54400       7.83530
12-08-1978 00:08:58.351      -5.18590       3.96690       4.28000       7.80720
12-08-1978 00:09:02.351      -5.13210       4.03180       4.27000       7.79890
12-08-1978 00:09:06.351      -4.82420       4.34360       4.32200       7.79860
12-08-1978 00:09:10.351      -4.49020       4.50890       4.56300       7.83030
12-08-1978 00:09:14.351      -4.56780       4.55490       4.47100       7.84870
12-08-1978 00:09:18.351      -5.00650       4.34620       4.20500       7.85100
12-08-1978 00:09:22.351      -5.50130       4.38380       3.51700       7.86440
12-08-1978 00:09:26.351      -5.56310       4.41970       3.09100       7.74850
12-08-1978 00:09:30.352      -4.72080       4.54380       3.63900       7.49480
12-08-1978 00:09:34.352      -3.27990       4.26780       4.95900       7.31840
12-08-1978 00:09:38.352      -2.49680       4.20200       5.89100       7.65450
12-08-1978 00:09:42.352      -2.44190       4.35800       5.78500       7.64370
12-08-1978 00:09:46.352      -2.78900       4.50710       5.49800       7.63710
12-08-1978 00:09:50.352      -2.49840       4.43310       5.69500       7.63700
12-08-1978 00:09:54.352      -2.34440       4.21430       6.00500       7.70150
12-08-1978 00:09:58.352      -2.38900       4.40260       5.90100       7.74000
12-08-1978 00:10:02.353      -2.99490       5.01980       4.81600       7.57360
12-08-1978 00:10:06.353      -3.52350       5.60000       3.64800       7.55540
12-08-1978 00:10:10.353      -3.89920       5.91260       3.03100       7.70390
12-08-1978 00:10:14.353      -3.94980       5.85120       3.05400       7.69190
12-08-1978 00:10:18.353      -3.89130       5.96240       2.98800       7.72150
12-08-1978 00:10:22.353      -3.90800       6.03790       2.86500       7.74170
12-08-1978 00:10:26.353      -3.85290       6.12860       2.83700       7.77520
12-08-1978 00:10:30.353      -3.89520       6.00490       3.08100       7.79260
12-08-1978 00:10:34.353      -4.34730       5.89290       2.67400       7.79580
12-08-1978 00:10:38.353      -4.68770       5.84650       2.29000       7.83580
12-08-1978 00:10:42.353      -4.90660       5.88300       1.71900       7.85100
12-08-1978 00:10:46.353      -4.62430       6.13600       1.34100       7.79960
12-08-1978 00:10:50.353      -4.22830       6.45310       1.01000       7.78080
12-08-1978 00:10:54.353      -4.10790       6.59610      0.318000       7.77710
12-08-1978 00:10:58.353      -4.13690       6.58920     0.0890000       7.78070
12-08-1978 00:11:02.353      -4.61970       6.23170     -0.760000       7.79450
12-08-1978 00:11:06.354      -4.89310       5.73340      0.166000       7.53940
12-08-1978 00:11:10.354      -5.37880       4.76630       1.14400       7.27720
12-08-1978 00:11:14.354      -4.66190       3.51860       3.34200       6.72900
12-08-1978 00:11:18.354      -2.58400       1.63670       5.28100       6.10320
12-08-1978 00:11:22.354     -0.659040      0.362710       6.90000       6.94060
12-08-1978 00:11:26.354      0.562810     -0.596060       7.89800       7.94050
12-08-1978 00:11:30.354      0.264530     -0.569570       7.97800       8.00300
12-08-1978 00:11:34.354      0.250280     -0.510550       7.98700       8.00680
12-08-1978 00:11:38.355    -0.0406300     -0.434250       8.03600       8.04750
12-08-1978 00:11:42.355     -0.333690      0.108880       8.02300       8.03080
12-08-1978 00:11:46.355     -0.732850      0.665280       7.94300       8.00400
12-08-1978 00:11:50.355      -1.16150       1.25850       7.86800       8.05270
12-08-1978 00:11:54.355      -1.44880       1.33680       7.79700       8.04280
12-08-1978 00:11:58.355      -1.72070       1.25260       7.74500       8.03170
12-08-1978 00:12:02.355      -1.86970       1.27740       7.70600       8.03150
12-08-1978 00:12:06.355      -1.92070       1.19230       7.69100       8.01600
12-08-1978 00:12:10.356      -1.78170       1.04780       7.73700       8.00860
12-08-1978 00:12:14.356      -1.86810       1.01690       7.71800       8.00610
12-08-1978 00:12:18.356      -2.11850       1.11740       7.65600       8.02170
12-08-1978 00:12:22.356      -2.47700       1.18740       7.57200       8.05490
12-08-1978 00:12:26.356      -2.73520       1.17440       7.48800       8.05800
12-08-1978 00:12:30.356      -2.82230       1.01910       7.47900       8.05860
12-08-1978 00:12:34.356      -2.84380      0.995370       7.46500       8.05020
12-08-1978 00:12:38.356      -2.76010      0.838340       7.50600       8.04080
12-08-1978 00:12:42.356      -2.75640      0.695470       7.50500       8.02490
12-08-1978 00:12:46.356      -2.75410      0.578110       7.53100       8.03930
12-08-1978 00:12:50.356      -2.46410      0.870850       7.57900       8.01670
12-08-1978 00:12:54.356      -2.27900       1.16080       7.60100       8.01960
12-08-1978 00:12:58.356      -2.18100       1.38340       7.57700       8.00550
12-08-1978 00:13:02.356      -2.41310       1.40000       7.51200       8.01310
12-08-1978 00:13:06.356      -2.53100       1.51200       7.46500       8.02620
12-08-1978 00:13:10.356      -2.45320       1.73660       7.44600       8.03000
12-08-1978 00:13:14.357      -2.47310       1.89810       7.39400       8.02440
12-08-1978 00:13:18.357      -2.30180       2.12670       7.37900       8.01710
12-08-1978 00:13:22.357      -2.28880       2.26860       7.33300       8.01000
12-08-1978 00:13:26.357      -2.05470       2.29730       7.38300       8.00070
12-08-1978 00:13:30.357      -1.95080       2.30420       7.42100       8.01150
12-08-1978 00:13:34.357      -1.99520       2.43690       7.36500       8.01020
12-08-1978 00:13:38.357      -2.21360       2.67190       7.20300       7.99530
12-08-1978 00:13:42.357      -2.33950       2.93220       7.05400       7.98950
12-08-1978 00:13:46.358      -2.45430       3.19880       6.89400       7.98620
12-08-1978 00:13:50.358      -2.33630       3.07340       6.95800       7.95770
12-08-1978 00:13:54.358      -2.00160       2.31520       7.18600       7.81080
12-08-1978 00:13:58.358      -1.33260       1.42420       7.59200       7.83820
12-08-1978 00:14:02.358     -0.921750      0.861210       7.81100       7.91200
12-08-1978 00:14:06.358     -0.895050      0.985830       7.84200       7.95420
12-08-1978 00:14:10.358      -1.18330       1.27610       7.75700       7.95010
12-08-1978 00:14:14.358      -1.40510       1.71730       7.63800       7.95390
12-08-1978 00:14:18.359      -1.58580       2.12230       7.47600       7.93190
12-08-1978 00:14:22.359      -1.57420       2.31130       7.41500       7.92470
12-08-1978 00:14:26.359      -1.54190       2.12980       7.43100       7.88280
12-08-1978 00:14:30.359      -1.52000       1.97580       7.46500       7.87020
12-08-1978 00:14:34.359      -1.47240       1.78250       7.53700       7.88360
12-08-1978 00:14:38.359      -1.46490       1.94360       7.56700       7.94910
12-08-1978 00:14:42.359      -1.32600       2.00000       7.63400       8.00210
12-08-1978 00:14:46.359      -1.46540       2.31700       7.52300       8.00680
12-08-1978 00:14:50.359      -1.50030       2.60940       7.39300       7.98230
12-08-1978 00:14:54.359      -2.04170       2.71630       7.19400       7.95640
12-08-1978 00:14:58.359      -2.41780       2.73300       7.04900       7.93730
12-08-1978 00:15:02.359      -2.91630       2.77580       6.87000       7.96280
12-08-1978 00:15:06.359      -2.88770       3.03530       6.78400       7.97290
12-08-1978 00:15:10.359      -2.61160       2.98650       6.91700       7.97400
12-08-1978 00:15:14.359      -2.19210       2.98400       7.08000       7.98970
12-08-1978 00:15:18.359      -1.77400       3.17500       7.07600       7.95590
12-08-1978 00:15:22.360      -1.81540       3.25600       7.01900       7.94740
12-08-1978 00:15:26.360      -1.93430       3.07960       7.02800       7.91340
12-08-1978 00:15:30.360      -2.16830       2.74770       7.15100       7.96130
12-08-1978 00:15:34.360      -2.02040       2.79030       7.16100       7.94670
12-08-1978 00:15:38.360      -1.85450       3.11840       7.08100       7.95630
12-08-1978 00:15:42.360      -1.76720       3.31430       7.02100       7.96220
12-08-1978 00:15:46.360      -1.87070       3.41850       6.95500       7.97230
12-08-1978 00:15:50.360      -2.12080       3.22400       6.99100       7.98530
12-08-1978 00:15:54.361      -2.09610       3.08300       7.07000       7.99260
12-08-1978 00:15:58.361      -1.96330       2.98120       7.15500       7.99560
12-08-1978 00:16:02.361      -1.76630       3.05590       7.16700       7.98940
12-08-1978 00:16:06.361      -1.74620       3.11170       7.15600       7.99630
12-08-1978 00:16:10.361      -1.73290       3.16220       7.11100       7.97320
12-08-1978 00:16:14.361      -1.73220       3.22100       7.04300       7.93570
12-08-1978 00:16:18.361      -1.75680       3.12590       7.04100       7.90190
12-08-1978 00:16:22.361      -2.13180       2.75050       7.07300       7.88290
12-08-1978 00:16:26.361      -2.59030       2.16610       7.16700       7.92260
12-08-1978 00:16:30.361      -3.00800       1.69780       7.20200       7.98770
12-08-1978 00:16:34.361      -3.03720       1.60240       7.24300       8.01620
12-08-1978 00:16:38.361      -3.27140       1.47070       7.14100       7.99120
12-08-1978 00:16:42.361      -3.76530       1.25370       6.89200       7.95280
12-08-1978 00:16:46.361      -4.01520       1.17850       6.80000       7.98400
12-08-1978 00:16:50.361      -3.56870       1.59430       6.90000       7.93010
12-08-1978 00:16:54.361      -2.69090       2.34410       7.10800       7.95350
12-08-1978 00:16:58.362      -1.99450       2.84090       7.23200       8.02200
12-08-1978 00:17:02.362      -1.71930       3.04870       7.28000       8.07730
12-08-1978 00:17:06.362      -1.77130       3.12110       7.22700       8.06880
12-08-1978 00:17:10.362      -1.66580       3.05820       7.21300       8.01000
12-08-1978 00:17:14.362      -1.53960       2.98760       7.24700       7.98890
12-08-1978 00:17:18.362      -1.34840       2.90180       7.36000       8.02580
12-08-1978 00:17:22.362      -1.58130       3.00980       7.29400       8.04770
12-08-1978 00:17:26.362      -1.58970       3.04570       7.28800       8.05710
12-08-1978 00:17:30.363      -1.49680       3.07400       7.28200       8.04460
12-08-1978 00:17:34.363      -1.22430       3.17680       7.29200       8.04750
12-08-1978 00:17:38.363      -1.17770       3.46650       7.14700       8.03030
12-08-1978 00:17:42.363      -1.04330       3.72240       7.00400       8.00010
12-08-1978 00:17:46.363      -1.17660       3.69980       6.94500       7.95650
12-08-1978 00:17:50.363      -1.24800       3.80440       6.84300       7.92860
12-08-1978 00:17:54.363      -1.56000       4.04650       6.63700       7.92790
12-08-1978 00:17:58.363      -1.63230       4.23880       6.58200       7.99740
12-08-1978 00:18:02.364      -1.66120       4.30320       6.57600       8.03210
12-08-1978 00:18:06.364      -1.55020       4.56900       6.35200       7.97630
12-08-1978 00:18:10.364      -1.59940       4.84420       6.06300       7.92340
12-08-1978 00:18:14.364      -1.83510       4.53370       6.14400       7.85340
12-08-1978 00:18:18.364      -2.10740       3.56650       6.69300       7.87170
12-08-1978 00:18:22.364      -2.18200       2.80310       7.11400       7.95150
12-08-1978 00:18:26.364      -2.31250       2.40230       7.22800       7.96040
12-08-1978 00:18:30.364      -2.43140       2.40670       7.21700       7.98660
12-08-1978 00:18:34.364      -2.56380       2.31880       7.23800       8.02110
12-08-1978 00:18:38.364      -2.55030       2.43640       7.20400       8.02100
12-08-1978 00:18:42.364      -2.52210       2.47960       7.17600       8.00020
12-08-1978 00:18:46.364      -2.51740       2.45190       7.16900       7.98350
12-08-1978 00:18:50.364      -2.54270       2.47820       7.13300       7.96790
12-08-1978 00:18:54.364      -2.67140       2.13800       7.20800       7.97870
12-08-1978 00:18:58.364      -2.75500       2.13840       7.20900       8.00830
12-08-1978 00:19:02.364      -2.75330       1.96210       7.30200       8.04660
12-08-1978 00:19:06.365      -2.73530       2.04770       7.30300       8.06320
12-08-1978 00:19:10.365      -2.74540       1.94960       7.33300       8.06900
12-08-1978 00:19:14.365      -2.69810       1.88700       7.37300       8.07470
12-08-1978 00:19:18.365      -2.50450       2.06760       7.38400       8.06670
12-08-1978 00:19:22.365      -2.49870       2.12760       7.38900       8.08510
12-08-1978 00:19:26.365      -2.62470       2.09110       7.37500       8.10300
12-08-1978 00:19:30.365      -2.81520       1.97320       7.36300       8.12600
12-08-1978 00:19:34.365      -2.80640       1.92780       7.35900       8.10880
12-08-1978 00:19:38.366      -2.80820       1.88930       7.34100       8.08350
12-08-1978 00:19:42.366      -2.78900       1.83710       7.32800       8.05340
12-08-1978 00:19:46.366      -2.73520       1.76100       7.37200       8.05780
12-08-1978 00:19:50.366      -2.72000       1.67100       7.40300       8.06180
12-08-1978 00:19:54.366      -2.68890       1.63950       7.43900       8.07850
12-08-1978 00:19:58.366      -2.80290       2.06520       7.27700       8.06680
12-08-1978 00:20:02.366      -2.50840       1.79060       7.39100       8.00740
12-08-1978 00:20:06.366      -2.25280       1.39590       7.53200       7.98490
12-08-1978 00:20:10.367      -1.85960      0.714180       7.80900       8.05890
12-08-1978 00:20:14.367      -1.68200      0.696570       7.85800       8.06630
12-08-1978 00:20:18.367      -1.58280      0.824420       7.86600       8.06630
12-08-1978 00:20:22.367      -1.61020      0.854450       7.86500       8.07330
12-08-1978 00:20:26.367      -1.64960       1.02070       7.84100       8.07720
12-08-1978 00:20:30.367      -1.70740       1.06730       7.81900       8.07400
12-08-1978 00:20:34.367      -1.69830       1.28440       7.79100       8.07630
12-08-1978 00:20:38.367      -1.88490       1.57770       7.67600       8.06000
12-08-1978 00:20:42.367      -1.91150       1.77700       7.61800       8.05290
12-08-1978 00:20:46.367      -2.01730       1.84440       7.55700       8.03610
12-08-1978 00:20:50.367      -2.04130       1.54700       7.61200       8.03160
12-08-1978 00:20:54.367      -2.24870       1.12580       7.63700       8.04040
12-08-1978 00:20:58.367      -2.42400      0.794880       7.65900       8.07280
12-08-1978 00:21:02.367      -2.55150      0.907010       7.62700       8.09360
12-08-1978 00:21:06.367      -2.46390       1.05060       7.64600       8.10120
12-08-1978 00:21:10.367      -2.49030       1.28520       7.61400       8.11370
12-08-1978 00:21:14.368      -2.65590       1.58850       7.53300       8.14390
12-08-1978 00:21:18.368      -2.97970       2.11590       7.31000       8.17250
12-08-1978 00:21:22.368      -3.11610       2.38730       7.13700       8.14560
12-08-1978 00:21:26.368      -2.89320       1.82810       7.26600       8.03150
12-08-1978 00:21:30.368      -2.91580       1.85480       7.27300       8.05230
12-08-1978 00:21:34.368      -3.03060       1.72850       7.30600       8.09640
12-08-1978 00:21:38.368      -3.25820       2.00590       7.19100       8.14540
12-08-1978 00:21:42.368      -3.12370       1.54660       7.32900       8.11580
12-08-1978 00:21:46.369      -3.00200       1.47380       7.39300       8.11430
12-08-1978 00:21:50.369      -2.88620       1.52190       7.43500       8.11910
12-08-1978 00:21:54.369      -2.91470       1.68370       7.38500       8.11620
12-08-1978 00:21:58.369      -2.78750       1.68410       7.43300       8.11520
12-08-1978 00:22:02.369      -2.78040       1.92780       7.38200       8.12050
12-08-1978 00:22:06.369      -2.78260       2.70190       7.07200       8.06600
12-08-1978 00:22:10.369      -2.95920       4.21070       5.86800       7.80550
12-08-1978 00:22:14.369      -3.28320       5.47130       4.75100       7.95550
12-08-1978 00:22:18.369      -3.55210       6.11090       3.98900       8.11640
12-08-1978 00:22:22.369      -3.71790       6.10190       3.90500       8.14270
12-08-1978 00:22:26.369      -3.71470       6.17290       3.84300       8.16550
12-08-1978 00:22:30.369      -3.72810       6.28390       3.67500       8.17890
12-08-1978 00:22:34.369      -3.71060       6.26430       3.70400       8.16890
12-08-1978 00:22:38.369      -3.78520       6.36870       3.48700       8.18830
12-08-1978 00:22:42.369      -3.83510       6.47800       3.25000       8.19960
12-08-1978 00:22:46.369      -4.04850       6.53770       2.85600       8.20280
12-08-1978 00:22:50.370      -4.38510       6.40230       2.62300       8.19140
12-08-1978 00:22:54.370      -4.65000       6.44600       2.00200       8.19630
12-08-1978 00:22:58.370      -4.63060       6.56110       1.58900       8.18630
12-08-1978 00:23:02.370      -4.45470       6.62540       1.73500       8.17020
12-08-1978 00:23:06.370      -4.00520       6.17620       2.93000       7.92300
12-08-1978 00:23:10.370      -3.45760       5.39500       4.69300       7.94270
12-08-1978 00:23:14.370      -2.91130       5.04560       5.61700       8.09240
12-08-1978 00:23:18.370      -2.71790       5.10640       5.85800       8.23270
12-08-1978 00:23:22.371      -2.63010       5.30750       5.69500       8.21670
12-08-1978 00:23:26.371      -2.70010       5.35350       5.61300       8.21280
12-08-1978 00:23:30.371      -2.59330       5.57430       5.26300       8.09280
